id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
aubameyang,Pierre-Emerick,Aubameyang,🇬🇦,Gabon,90,3,0,0,0,0,3,1,3.00,0.00,3.00,2.00,4,75.0%,inactive
bartra,Marc,Bartra,🇪🇸,Spain,213,2,0,0,0,0,2,0,0.85,0.00,0.85,0.85,9,22.2%,inactive
beste,Jan-Niklas,Beste,🇩🇪,Germany,90,0,1,1,0,1,1,0,0.00,1.00,1.00,1.00,4,25.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,270,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,10,0.0%,active
castro,Gonzalo,Castro,🇩🇪,Germany,140,1,0,0,1,1,2,0,0.64,0.64,1.29,1.29,9,22.2%,inactive
dahoud,Mahmoud,Dahoud,🇩🇪,Germany,187,0,1,2,0,2,2,0,0.00,0.96,0.96,0.96,5,40.0%,active
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,83,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,active
isak,Alexander,Isak,🇸🇪,Sweden,95,1,1,1,0,1,2,0,0.95,0.95,1.89,1.89,4,50.0%,inactive
kagawa,Shinji,Kagawa,🇯🇵,Japan,210,1,2,2,1,3,4,0,0.43,1.29,1.71,1.71,7,57.1%,inactive
papastathopoulos,Sokratis,Papastathopoulos,🇬🇷,Greece,270,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,10,0.0%,inactive
passlack,Felix,Passlack,🇩🇪,Germany,6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
philipp,Maximilian,Philipp,🇩🇪,Germany,174,0,1,2,0,2,2,0,0.00,1.03,1.03,1.03,9,22.2%,inactive
piszczek,Łukasz,Piszczek,🇵🇱,Poland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,active
pulisic,Christian,Pulisic,🇺🇸,United States,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
sahin,Nuri,Şahin,🇹🇷,Turkey,161,0,0,0,3,3,3,0,0.00,1.68,1.68,1.68,8,37.5%,inactive
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,152,0,0,0,1,1,2,0,0.00,0.59,0.59,0.59,3,66.7%,active
schurrle,André,Schürrle,🇩🇪,Germany,112,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,6,0.0%,inactive
toljan,Jeremy,Toljan,🇩🇪,Germany,87,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,loan
toprak,Ömer,Toprak,🇹🇷,Turkey,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
yarmolenko,Andriy,Yarmolenko,🇺🇦,Ukraine,180,2,0,0,2,2,4,1,1.00,1.00,2.00,1.50,6,66.7%,inactive
zagadou,Dan-Axel,Zagadou,🇫🇷,France,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5,0.0%,active
