Season,lg_w,lg_d,lg_l,lg_gf,lg_ga,lg_gd,cup_w,cup_d,cup_l,cup_gf,cup_ga,cup_gd,pp_w,pp_d,pp_l,pp_gf,pp_ga,pp_gd,all_w,all_d,all_l,all_gf,all_ga,all_gd
2021-22,18,0,0,143,3,140,5,0,0,27,1,26,1,0,0,4,0,4,24,0,0,174,4,170
