season,comp,round,round_alt,date,opponent,venue,min,min_alt,gf,ga,gd,scorer_first,scorer_last,assist_official,assist_1st,assist_2nd,note,id_scorer,id_assist_official,id_assist_1st,id_assist_2nd
2018-19,Bundesliga,MD23,23,2019-02-24,Leverkusen,Home,38,38,2,1,1,Jadon,Sancho,Diallo,Diallo,Guerreiro,,sancho,diallo,diallo,guerreiro
2018-19,Bundesliga,MD23,23,2019-02-24,Leverkusen,Home,60,60,3,1,2,Mario,Götze,,Hakimi,Witsel,No Official Assist (Hakimi pass deflected to Götze),gotze,,hakimi,witsel
2018-19,Bundesliga,MD24,24,2019-03-01,Augsburg,Away,81,81,1,2,-1,Paco,Alcácer,Götze,Götze,Sancho,,alcacer,gotze,gotze,sancho
2018-19,Bundesliga,MD25,25,2019-03-09,Stuttgart,Home,62,62,1,0,1,Marco,Reus,,,,No Assists (Penalty),reus,,,
2018-19,Bundesliga,MD25,25,2019-03-09,Stuttgart,Home,82,82,2,1,1,Paco,Alcácer,Pulisic,Pulisic,Reus,Reus shot fell to Pulisic,alcacer,pulisic,pulisic,reus
2018-19,Bundesliga,MD25,25,2019-03-09,Stuttgart,Home,90+2,90.2,3,1,2,Christian,Pulisic,Götze,Götze,Witsel,,pulisic,gotze,gotze,witsel
2018-19,Bundesliga,MD26,26,2019-03-16,Hertha Berlin,Away,14,14,1,1,0,Thomas,Delaney,,,,No Assists (Delaney won the ball),delaney,,,
2018-19,Bundesliga,MD26,26,2019-03-16,Hertha Berlin,Away,47,47,2,2,0,Dan-Axel,Zagadou,Sancho,Sancho,,No 2nd Assist (Sancho corner),zagadou,sancho,sancho,
2018-19,Bundesliga,MD26,26,2019-03-16,Hertha Berlin,Away,90+2,90.2,3,2,1,Marco,Reus,Sancho,Sancho,Guerreiro,,reus,sancho,sancho,guerreiro
2018-19,Bundesliga,MD27,27,2019-03-30,Wolfsburg,Home,90+1,90.1,1,0,1,Paco,Alcácer,,,,No Assists (Direct free kick),alcacer,,,
2018-19,Bundesliga,MD27,27,2019-03-30,Wolfsburg,Home,90+4,90.4,2,0,2,Paco,Alcácer,Sancho,Sancho,Dahoud,,alcacer,sancho,sancho,dahoud
2018-19,Bundesliga,MD29,29,2019-04-13,Mainz 05,Home,17,17,1,0,1,Jadon,Sancho,Götze,Götze,Wolf,,sancho,gotze,gotze,wolf
2018-19,Bundesliga,MD29,29,2019-04-13,Mainz 05,Home,24,24,2,0,2,Jadon,Sancho,Delaney,Delaney,Götze,,sancho,delaney,delaney,gotze
2018-19,Bundesliga,MD30,30,2019-04-21,Freiburg,Away,12,12,1,0,1,Jadon,Sancho,Reus,Reus,Guerreiro,,sancho,reus,reus,guerreiro
2018-19,Bundesliga,MD30,30,2019-04-21,Freiburg,Away,54,54,2,0,2,Marco,Reus,Guerreiro,Guerreiro,Witsel,,reus,guerreiro,guerreiro,witsel
2018-19,Bundesliga,MD30,30,2019-04-21,Freiburg,Away,79,79,3,0,3,Mario,Götze,Reus,Reus,Sancho,,gotze,reus,reus,sancho
2018-19,Bundesliga,MD30,30,2019-04-21,Freiburg,Away,87,87,4,0,4,Paco,Alcácer,,,,No Assists (Penalty),alcacer,,,
2018-19,Bundesliga,MD31,31,2019-04-27,Schalke 04,Home,14,14,1,0,1,Mario,Götze,Sancho,Sancho,Witsel,,gotze,sancho,sancho,witsel
2018-19,Bundesliga,MD31,31,2019-04-27,Schalke 04,Home,84,84,2,3,-1,Axel,Witsel,Bruun Larsen,Bruun Larsen,Akanji,,witsel,bruun-larsen,bruun-larsen,akanji
2018-19,Bundesliga,MD32,32,2019-05-04,Werder Bremen,Away,6,6,1,0,1,Christian,Pulisic,Delaney,Delaney,,No 2nd Assist (Delaney won the ball),pulisic,delaney,delaney,
2018-19,Bundesliga,MD32,32,2019-05-04,Werder Bremen,Away,41,41,2,0,2,Paco,Alcácer,,,,No Assists (Direct free kick),alcacer,,,
2018-19,Bundesliga,MD33,33,2019-05-11,Düsseldorf,Home,41,41,1,0,1,Christian,Pulisic,Delaney,Delaney,Guerreiro,,pulisic,delaney,delaney,guerreiro
2018-19,Bundesliga,MD33,33,2019-05-11,Düsseldorf,Home,53,53,2,1,1,Thomas,Delaney,,Götze,Pulisic,No Official Assist (Delaney initial shot blocked and fell to him),delaney,,gotze,pulisic
2018-19,Bundesliga,MD33,33,2019-05-11,Düsseldorf,Home,90+2,90.2,3,1,2,Mario,Götze,,Alcácer,Schmelzer,No Official Assist (Alcácer pass deflected to Götze); Schmelzer shot blocked to Alcácer,gotze,,alcacer,schmelzer
2018-19,Bundesliga,MD34,34,2019-05-18,Gladbach,Away,45,45,1,0,1,Jadon,Sancho,,Reus,Delaney,"No Official Assist (Reus initial cross blocked, second cross saved and fell to Sancho)",sancho,,reus,delaney
2018-19,Bundesliga,MD34,34,2019-05-18,Gladbach,Away,54,54,2,0,2,Marco,Reus,Pulisic,Pulisic,Sancho,,reus,pulisic,pulisic,sancho
2019-20,DFL-Supercup,F,1,2019-08-03,Bayern Munich,Home,48,48,1,0,1,Paco,Alcácer,Sancho,Sancho,,No 2nd Assist (Sancho won the ball),alcacer,sancho,sancho,
2019-20,DFL-Supercup,F,1,2019-08-03,Bayern Munich,Home,69,69,2,0,2,Jadon,Sancho,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro won the ball),sancho,guerreiro,guerreiro,
2019-20,DFB-Pokal,R1,1,2019-08-09,Uerdingen,Away,49,49,1,0,1,Marco,Reus,Akanji,Akanji,Witsel,,reus,akanji,akanji,witsel
2019-20,DFB-Pokal,R1,1,2019-08-09,Uerdingen,Away,70,70,2,0,2,Paco,Alcácer,,,,No Assists (Alcácer free kick),alcacer,,,
2019-20,Bundesliga,MD1,1,2019-08-17,Augsburg,Home,3,3,1,1,0,Paco,Alcácer,,Reus,Sancho,No Official Assist (Reus pass deflected off the keeper),alcacer,,reus,sancho
2019-20,Bundesliga,MD1,1,2019-08-17,Augsburg,Home,51,51,2,1,1,Jadon,Sancho,Witsel,Witsel,Schulz,,sancho,witsel,witsel,schulz
2019-20,Bundesliga,MD1,1,2019-08-17,Augsburg,Home,57,57,3,1,2,Marco,Reus,Alcácer,Alcácer,Sancho,"Sancho cross, keeper deflected to Alcácer",reus,alcacer,alcacer,sancho
2019-20,Bundesliga,MD1,1,2019-08-17,Augsburg,Home,59,59,4,1,3,Paco,Alcácer,Sancho,Sancho,Hummels,,alcacer,sancho,sancho,hummels
2019-20,Bundesliga,MD1,1,2019-08-17,Augsburg,Home,82,82,5,1,4,Julian,Brandt,Witsel,Witsel,Sancho,,brandt,witsel,witsel,sancho
2019-20,Bundesliga,MD2,2,2019-08-23,Köln,Away,70,70,1,1,0,Jadon,Sancho,Hazard,Hazard,Alcácer,,sancho,hazard,hazard,alcacer
2019-20,Bundesliga,MD2,2,2019-08-23,Köln,Away,86,86,2,1,1,Achraf,Hakimi,Piszczek,Piszczek,Brandt,,hakimi,piszczek,piszczek,brandt
2019-20,Bundesliga,MD2,2,2019-08-23,Köln,Away,90+4,90.4,3,1,2,Paco,Alcácer,Sancho,Sancho,Brandt,,alcacer,sancho,sancho,brandt
2019-20,Bundesliga,MD3,3,2019-08-31,Union Berlin,Away,25,25,1,1,0,Paco,Alcácer,Sancho,Sancho,Reus,,alcacer,sancho,sancho,reus
2019-20,Bundesliga,MD4,4,2019-09-14,Leverkusen,Home,28,28,1,0,1,Paco,Alcácer,Hakimi,Hakimi,,No 2nd Assist (Hakimi won the ball),alcacer,hakimi,hakimi,
2019-20,Bundesliga,MD4,4,2019-09-14,Leverkusen,Home,50,50,2,0,2,Marco,Reus,Sancho,Sancho,Akanji,,reus,sancho,sancho,akanji
2019-20,Bundesliga,MD4,4,2019-09-14,Leverkusen,Home,83,83,3,0,3,Raphaël,Guerreiro,,Sancho,Delaney,No Official Assist (Sancho pass deflected off the keeper),guerreiro,,sancho,delaney
2019-20,Bundesliga,MD4,4,2019-09-14,Leverkusen,Home,90,90,4,0,4,Marco,Reus,Bruun Larsen,Bruun Larsen,Hazard,,reus,bruun-larsen,bruun-larsen,hazard
2019-20,Bundesliga,MD5,5,2019-09-22,Frankfurt,Away,11,11,1,0,1,Axel,Witsel,Hazard,Hazard,Sancho,Sancho shot punched away by the keeper to Hazard,witsel,hazard,hazard,sancho
2019-20,Bundesliga,MD5,5,2019-09-22,Frankfurt,Away,66,66,2,1,1,Jadon,Sancho,Witsel,Witsel,Guerreiro,Guerreiro free kick saved by the keeper and fell to Witsel,sancho,witsel,witsel,guerreiro
2019-20,Bundesliga,MD6,6,2019-09-28,Werder Bremen,Home,9,9,1,1,0,Mario,Götze,Piszczek,Piszczek,Hakimi,,gotze,piszczek,piszczek,hakimi
2019-20,Bundesliga,MD6,6,2019-09-28,Werder Bremen,Home,41,41,2,1,1,Marco,Reus,Hazard,Hazard,Witsel,,reus,hazard,hazard,witsel
2019-20,Champions League,GR-2,2,2019-10-02,Slavia Prague,Away,35,35,1,0,1,Achraf,Hakimi,Brandt,Brandt,Piszczek,Combination (Piszczek to Hakimi to Brandt to Hakimi),hakimi,brandt,brandt,piszczek
2019-20,Champions League,GR-2,2,2019-10-02,Slavia Prague,Away,89,89,2,0,2,Achraf,Hakimi,Brandt,Brandt,Delaney,,hakimi,brandt,brandt,delaney
2019-20,DFB-Pokal,R2,2,2019-10-03,Gladbach,Home,77,77,1,1,0,Julian,Brandt,Piszczek,Piszczek,Witsel,,brandt,piszczek,piszczek,witsel
2019-20,DFB-Pokal,R2,2,2019-10-3,Gladbach,Home,80,80,2,1,1,Julian,Brandt,Hazard,Hazard,Götze,,brandt,hazard,hazard,gotze
2019-20,Bundesliga,MD7,7,2019-10-05,Freiburg,Away,20,20,1,0,1,Axel,Witsel,Hazard,Hazard,,No 2nd Assist (Hazard took the corner),witsel,hazard,hazard,
2019-20,Bundesliga,MD7,7,2019-10-05,Freiburg,Away,67,67,2,1,1,Achraf,Hakimi,Sancho,Sancho,Brandt,,hakimi,sancho,sancho,brandt
2019-20,Bundesliga,MD8,8,2019-10-19,Gladbach,Home,58,58,1,0,1,Marco,Reus,Hazard,Hazard,Brandt,,reus,hazard,hazard,brandt
2019-20,Bundesliga,MD10,10,2019-11-02,Wolfsburg,Home,52,52,1,0,1,Thorgan,Hazard,Hakimi,Hakimi,Hitz,Hitz long ball deflected off the defender to Hakimi,hazard,hakimi,hakimi,hitz
2019-20,Bundesliga,MD10,10,2019-11-02,Wolfsburg,Home,58,58,2,0,2,Raphaël,Guerreiro,Hazard,Hazard,Weigl,,guerreiro,hazard,hazard,weigl
2019-20,Bundesliga,MD10,10,2019-11-02,Wolfsburg,Home,88,88,3,0,3,Mario,Götze,,,,No Assists (Penalty),gotze,,,
2019-20,Champions League,GR-4,4,2019-11-05,Inter Milan,Home,51,51,1,2,-1,Achraf,Hakimi,Götze,Götze,Hazard,,hakimi,götze,gotze,hazard
2019-20,Champions League,GR-4,4,2019-11-05,Inter Milan,Home,64,64,2,2,0,Julian,Brandt,Alcácer,Alcácer,,No 2nd Assist (Alcácer won the ball),brandt,alcácer,alcacer,
2019-20,Champions League,GR-4,4,2019-11-05,Inter Milan,Home,77,77,3,2,1,Achraf,Hakimi,Sancho,Sancho,Brandt,,hakimi,sancho,sancho,brandt
2019-20,Bundesliga,MD12,12,2019-11-22,Paderborn,Home,47,47,1,3,-2,Jadon,Sancho,Hakimi,Hakimi,Brandt,,sancho,hakimi,hakimi,brandt
2019-20,Bundesliga,MD12,12,2019-11-22,Paderborn,Home,84,84,2,3,-1,Axel,Witsel,Hummels,Hummels,Guerreiro,Guerreiro free kick deflected off the defender to Hummels,witsel,hummels,hummels,guerreiro
2019-20,Bundesliga,MD12,12,2019-11-22,Paderborn,Home,90+2,90.2,3,3,0,Marco,Reus,Sancho,Sancho,Weigl,Weigl long pass deflected off the defender to Sancho,reus,sancho,sancho,weigl
2019-20,Champions League,GR-5,5,2019-11-27,Barcelona,Away,77,77,1,3,-2,Jadon,Sancho,Brandt,Brandt,Guerreiro,,sancho,brandt,brandt,guerreiro
2019-20,Bundesliga,MD13,13,2019-11-30,Hertha Berlin,Away,15,15,1,0,1,Jadon,Sancho,Brandt,Brandt,Reus,,sancho,brandt,brandt,reus
2019-20,Bundesliga,MD13,13,2019-11-30,Hertha Berlin,Away,17,17,2,0,2,Thorgan,Hazard,Hakimi,Hakimi,Akanji,,hazard,hakimi,hakimi,akanji
2019-20,Bundesliga,MD14,14,2019-12-07,Düsseldorf,Home,42,42,1,0,1,Marco,Reus,Piszczek,Piszczek,Brandt,,reus,piszczek,piszczek,brandt
2019-20,Bundesliga,MD14,14,2019-12-07,Düsseldorf,Home,58,58,2,0,2,Thorgan,Hazard,Sancho,Sancho,Brandt,,hazard,sancho,sancho,brandt
2019-20,Bundesliga,MD14,14,2019-12-07,Düsseldorf,Home,63,63,3,0,3,Jadon,Sancho,Reus,Reus,Guerreiro,Combination (Guerreiro to Sancho to Reus to Sancho),sancho,reus,reus,guerreiro
2019-20,Bundesliga,MD14,14,2019-12-07,Düsseldorf,Home,70,70,4,0,4,Marco,Reus,Hazard,Hazard,Hakimi,,reus,hazard,hazard,hakimi
2019-20,Bundesliga,MD14,14,2019-12-07,Düsseldorf,Home,74,74,5,0,5,Jadon,Sancho,Hakimi,Hakimi,Brandt,Combination (Brandt to Sancho to Hakimi to Sancho),sancho,hakimi,hakimi,brandt
2019-20,Champions League,GR-6,6,2019-12-10,Slavia Prague,Home,10,10,1,0,1,Jadon,Sancho,Reus,Reus,Brandt,,sancho,reus,reus,brandt
2019-20,Champions League,GR-6,6,2019-12-10,Slavia Prague,Home,61,61,2,1,1,Julian,Brandt,Sancho,Sancho,Guerreiro,,brandt,sancho,sancho,guerreiro
2019-20,Bundesliga,MD15,15,2019-12-14,Mainz 05,Away,32,32,1,0,1,Marco,Reus,,Hazard,Sancho,No Official Assist (Hazard cross cleared to Reus),reus,,hazard,sancho
2019-20,Bundesliga,MD15,15,2019-12-14,Mainz 05,Away,66,66,2,0,2,Jadon,Sancho,Zagadou,Zagadou,,No 2nd Assist (Zagadou won the ball),sancho,zagadou,zagadou,
2019-20,Bundesliga,MD15,15,2019-12-14,Mainz 05,Away,69,69,3,0,3,Thorgan,Hazard,Reus,Reus,Sancho,,hazard,reus,reus,sancho
2019-20,Bundesliga,MD15,15,2019-12-14,Mainz 05,Away,84,84,4,0,4,Nico,Schulz,Sancho,Sancho,Dahoud,,schulz,sancho,sancho,dahoud
2019-20,Bundesliga,MD16,16,2019-12-17,RB Leipzig,Home,23,23,1,0,1,Julian,Weigl,Guerreiro,Guerreiro,Sancho,Sancho shot saved by the keeper and fell to Guerreiro,weigl,guerreiro,guerreiro,sancho
2019-20,Bundesliga,MD16,16,2019-12-17,RB Leipzig,Home,34,34,2,0,2,Julian,Brandt,Sancho,Sancho,Zagadou,,brandt,sancho,sancho,zagadou
2019-20,Bundesliga,MD16,16,2019-12-17,RB Leipzig,Home,55,55,3,2,1,Jadon,Sancho,Reus,Reus,Hakimi,,sancho,reus,reus,hakimi
2019-20,Bundesliga,MD17,17,2019-12-20,Hoffenheim,Away,17,17,1,0,1,Mario,Götze,Hakimi,Hakimi,Hazard,,gotze,hakimi,hakimi,hazard
2019-20,Bundesliga,MD18,18,2020-01-18,Augsburg,Away,49,49,1,2,-1,Julian,Brandt,Hazard,Hazard,Piszczek,,brandt,hazard,hazard,piszczek
2019-20,Bundesliga,MD18,18,2020-01-18,Augsburg,Away,59,59,2,3,-1,Erling,Haaland,Sancho,Sancho,Witsel,,haaland,sancho,sancho,witsel
2019-20,Bundesliga,MD18,18,2020-01-18,Augsburg,Away,61,61,3,3,0,Jadon,Sancho,Hummels,Hummels,Akanji,,sancho,hummels,hummels,akanji
2019-20,Bundesliga,MD18,18,2020-01-18,Augsburg,Away,70,70,4,3,1,Erling,Haaland,Hazard,Hazard,Witsel,,haaland,hazard,hazard,witsel
2019-20,Bundesliga,MD18,18,2020-01-18,Augsburg,Away,79,79,5,3,2,Erling,Haaland,Reus,Reus,Reyna,,haaland,reus,reus,reyna
2019-20,Bundesliga,MD19,19,2020-01-24,Köln,Home,1,1,1,0,1,Raphaël,Guerreiro,Sancho,Sancho,Reus,,guerreiro,sancho,sancho,reus
2019-20,Bundesliga,MD19,19,2020-01-24,Köln,Home,29,29,2,0,2,Marco,Reus,Hummels,Hummels,Akanji,,reus,hummels,hummels,akanji
2019-20,Bundesliga,MD19,19,2020-01-24,Köln,Home,48,48,3,0,3,Jadon,Sancho,Reus,Reus,Brandt,,sancho,reus,reus,brandt
2019-20,Bundesliga,MD19,19,2020-01-24,Köln,Home,77,77,4,1,3,Erling,Haaland,,Guerreiro,Sancho,No Official Assist (Guerreiro shot saved by the keeper and fell to Haaland),haaland,,guerreiro,sancho
2019-20,Bundesliga,MD19,19,2020-01-24,Köln,Home,87,87,5,1,4,Erling,Haaland,Dahoud,Dahoud,Hakimi,,haaland,dahoud,dahoud,hakimi
2019-20,Bundesliga,MD20,20,2020-02-01,Union Berlin,Home,13,13,1,0,1,Jadon,Sancho,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro won the ball),sancho,guerreiro,guerreiro,
2019-20,Bundesliga,MD20,20,2020-02-01,Union Berlin,Home,18,18,2,0,2,Erling,Haaland,,Brandt,Sancho,"No Official Assist (Unclear why, perhaps there was a deflection on Brandt’s cross)",haaland,,brandt,sancho
2019-20,Bundesliga,MD20,20,2020-02-01,Union Berlin,Home,68,68,3,0,3,Marco,Reus,,,,No Assists (Penalty),reus,,,
2019-20,Bundesliga,MD20,20,2020-02-01,Union Berlin,Home,70,70,4,0,4,Axel,Witsel,Sancho,Sancho,Haaland,,witsel,sancho,sancho,haaland
2019-20,Bundesliga,MD20,20,2020-02-01,Union Berlin,Home,76,76,5,0,5,Erling,Haaland,Brandt,Brandt,Sancho,,haaland,brandt,brandt,sancho
2019-20,DFB-Pokal,R16,3,2020-02-04,Werder Bremen,Away,67,67,1,2,-1,Erling,Haaland,Brandt,Brandt,Sancho,,haaland,brandt,brandt,sancho
2019-20,DFB-Pokal,R16,3,2020-02-04,Werder Bremen,Away,78,78,2,3,-1,Gio,Reyna,Brandt,Brandt,Schulz,,reyna,brandt,brandt,schulz
2019-20,Bundesliga,MD21,21,2020-02-08,Leverkusen,Away,22,22,1,1,0,Mats,Hummels,Sancho,Sancho,,No 2nd Assist (Sancho took the corner),hummels,sancho,sancho,
2019-20,Bundesliga,MD21,21,2020-02-08,Leverkusen,Away,33,33,2,1,1,Emre,Can,,Guerreiro,Witsel,No Official Assist (Deflection on Guerreiro shot); Combination (Witsel to Can to Guerreiro to Can),can,,guerreiro,witsel
2019-20,Bundesliga,MD21,21,2020-02-08,Leverkusen,Away,64,64,3,2,1,Raphaël,Guerreiro,Hakimi,Hakimi,Sancho,,guerreiro,hakimi,hakimi,sancho
2019-20,Bundesliga,MD22,22,2020-02-14,Frankfurt,Home,33,33,1,0,1,Łukasz,Piszczek,Hakimi,Hakimi,Guerreiro,Guerreiro cross blocked to Hakimi,piszczek,hakimi,hakimi,guerreiro
2019-20,Bundesliga,MD22,22,2020-02-14,Frankfurt,Home,49,49,2,0,2,Jadon,Sancho,Witsel,Witsel,Hummels,,sancho,witsel,witsel,hummels
2019-20,Bundesliga,MD22,22,2020-02-14,Frankfurt,Home,53,53,3,0,3,Erling,Haaland,Hakimi,Hakimi,Sancho,,haaland,hakimi,hakimi,sancho
2019-20,Bundesliga,MD22,22,2020-02-14,Frankfurt,Home,74,74,4,0,4,Raphaël,Guerreiro,,,,No Assists (Guerreiro won the ball),guerreiro,,,
2019-20,Champions League,R16-1,7,2020-02-18,PSG,Home,69,69,1,0,1,Erling,Haaland,,Guerreiro,Hakimi,No Official Assist (Guerreiro shot blocked and fell to Haaland),haaland,,guerreiro,hakimi
2019-20,Champions League,R16-1,7,2020-02-18,PSG,Home,77,77,2,1,1,Erling,Haaland,Reyna,Reyna,Hummels,,haaland,reyna,reyna,hummels
2019-20,Bundesliga,MD23,23,2020-02-22,Werder Bremen,Away,52,52,1,0,1,Dan-Axel,Zagadou,Sancho,Sancho,,No 2nd Assist (Sancho took the corner),zagadou,sancho,sancho,
2019-20,Bundesliga,MD23,23,2020-02-22,Werder Bremen,Away,66,66,2,0,2,Erling,Haaland,Hakimi,Hakimi,Sancho,,haaland,hakimi,hakimi,sancho
2019-20,Bundesliga,MD24,24,2020-02-29,Freiburg,Home,15,15,1,0,1,Jadon,Sancho,Hazard,Hazard,Brandt,,sancho,hazard,hazard,brandt
2019-20,Bundesliga,MD25,25,2020-03-07,Gladbach,Away,8,8,1,0,1,Thorgan,Hazard,Haaland,Haaland,,No 2nd Assist (Haaland won the ball),hazard,haaland,haaland,
2019-20,Bundesliga,MD25,25,2020-03-07,Gladbach,Away,71,71,2,1,1,Achraf,Hakimi,Sancho,Sancho,Witsel,,hakimi,sancho,sancho,witsel
2019-20,Bundesliga,MD26,26,2020-05-16,Schalke 04,Home,29,29,1,0,1,Erling,Haaland,Hazard,Hazard,Brandt,,haaland,hazard,hazard,brandt
2019-20,Bundesliga,MD26,26,2020-05-16,Schalke 04,Home,45,45,2,0,2,Raphaël,Guerreiro,Brandt,Brandt,Dahoud,,guerreiro,brandt,brandt,dahoud
2019-20,Bundesliga,MD26,26,2020-05-16,Schalke 04,Home,48,48,3,0,3,Thorgan,Hazard,Brandt,Brandt,Haaland,,hazard,brandt,brandt,haaland
2019-20,Bundesliga,MD26,26,2020-05-16,Schalke 04,Home,63,63,4,0,4,Raphaël,Guerreiro,Haaland,Haaland,Brandt,Combination (Brandt to Guerreiro to Haaland to Guerreiro),guerreiro,haaland,haaland,brandt
2019-20,Bundesliga,MD27,27,2020-05-23,Wolfsburg,Away,32,32,1,0,1,Raphaël,Guerreiro,Hazard,Hazard,Hakimi,,guerreiro,hazard,hazard,hakimi
2019-20,Bundesliga,MD27,27,2020-05-23,Wolfsburg,Away,78,78,2,0,2,Achraf,Hakimi,Sancho,Sancho,Dahoud,,hakimi,sancho,sancho,dahoud
2019-20,Bundesliga,MD29,29,2020-05-31,Paderborn,Away,54,54,1,0,1,Thorgan,Hazard,,Can,Guerreiro,No Official Assist (Can shot saved and fell to Hazard),hazard,,can,guerreiro
2019-20,Bundesliga,MD29,29,2020-05-31,Paderborn,Away,57,57,2,0,2,Jadon,Sancho,Brandt,Brandt,Delaney,,sancho,brandt,brandt,delaney
2019-20,Bundesliga,MD29,29,2020-05-31,Paderborn,Away,74,74,3,1,2,Jadon,Sancho,Hazard,Hazard,Guerreiro,,sancho,hazard,hazard,guerreiro
2019-20,Bundesliga,MD29,29,2020-05-31,Paderborn,Away,85,85,4,1,3,Achraf,Hakimi,Schmelzer,Schmelzer,,No 2nd Assist (Schmelzer won the ball),hakimi,schmelzer,schmelzer,
2019-20,Bundesliga,MD29,29,2020-05-31,Paderborn,Away,89,89,5,1,4,Marcel,Schmelzer,Witsel,Witsel,Reyna,,schmelzer,witsel,witsel,reyna
2019-20,Bundesliga,MD29,29,2020-05-31,Paderborn,Away,90+1,90.1,6,1,5,Jadon,Sancho,Morey,Morey,Reyna,,sancho,morey,morey,reyna
2019-20,Bundesliga,MD30,30,2020-06-06,Hertha Berlin,Home,57,57,1,0,1,Emre,Can,Brandt,Brandt,Sancho,,can,brandt,brandt,sancho
2019-20,Bundesliga,MD31,31,2020-06-13,Düsseldorf,Away,90+5,90.5,1,0,1,Erling,Haaland,Akanji,Akanji,Brandt,,haaland,akanji,akanji,brandt
2019-20,Bundesliga,MD33,33,2020-06-20,RB Leipzig,Away,30,30,1,0,1,Erling,Haaland,Reyna,Reyna,Brandt,,haaland,reyna,reyna,brandt
2019-20,Bundesliga,MD33,33,2020-06-20,RB Leipzig,Away,90+3,90.3,2,0,2,Erling,Haaland,Brandt,Brandt,Sancho,,haaland,brandt,brandt,sancho
2020-21,DFB-Pokal,R1,1,2020-09-14,MSV Duisburg,Away,14,14,1,0,1,Jadon,Sancho,,,,No Assists (Penalty),sancho,,,
2020-21,DFB-Pokal,R1,1,2020-09-14,MSV Duisburg,Away,30,30,2,0,2,Jude,Bellingham,Hazard,Hazard,Meunier,,bellingham,hazard,hazard,meunier
2020-21,DFB-Pokal,R1,1,2020-09-14,MSV Duisburg,Away,39,39,3,0,3,Thorgan,Hazard,,,,No Assists (Free kick),hazard,,,
2020-21,DFB-Pokal,R1,1,2020-09-14,MSV Duisburg,Away,50,50,4,0,4,Gio,Reyna,,,,No Assists (Free kick),reyna,,,
2020-21,DFB-Pokal,R1,1,2020-09-14,MSV Duisburg,Away,58,58,5,0,5,Marco,Reus,Sancho,Sancho,,No 2nd Assist (Sancho free kick),reus,sancho,sancho,
2020-21,Bundesliga,MD1,1,2020-09-19,Gladbach,Home,35,35,1,0,1,Gio,Reyna,Bellingham,Bellingham,Can,Combination (Can to Reyna to Bellingham to Reyna); Initial Reyna pass blocked and fell to Bellingham,reyna,bellingham,bellingham,can
2020-21,Bundesliga,MD1,1,2020-09-19,Gladbach,Home,54,54,2,0,2,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2020-21,Bundesliga,MD1,1,2020-09-19,Gladbach,Home,78,78,3,0,3,Erling,Haaland,Sancho,Sancho,Hummels,,haaland,sancho,sancho,hummels
2020-21,DFL-Supercup,F,1,2020-09-30,Bayern Munich,Away,39,39,1,2,-1,Julian,Brandt,Haaland,Haaland,Reus,,brandt,haaland,haaland,reus
2020-21,DFL-Supercup,F,1,2020-09-30,Bayern Munich,Away,55,55,2,2,0,Erling,Haaland,Delaney,Delaney,Akanji,,haaland,delaney,delaney,akanji
2020-21,Bundesliga,MD3,3,2020-10-03,Freiburg,Home,31,31,1,0,1,Erling,Haaland,Reyna,Reyna,Reus,,haaland,reyna,reyna,reus
2020-21,Bundesliga,MD3,3,2020-10-03,Freiburg,Home,47,47,2,0,2,Emre,Can,Reyna,Reyna,,No 2nd Assist (Reyna corner),can,reyna,reyna,
2020-21,Bundesliga,MD3,3,2020-10-03,Freiburg,Home,66,66,3,0,3,Erling,Haaland,Reyna,Reyna,,No 2nd Assist (Reyna won the ball),haaland,reyna,reyna,
2020-21,Bundesliga,MD3,3,2020-10-03,Freiburg,Home,90+2,90.2,4,0,4,Felix,Passlack,Haaland,Haaland,Brandt,,passlack,haaland,haaland,brandt
2020-21,Bundesliga,MD4,4,2020-10-17,Hoffenheim,Away,76,76,1,0,1,Marco,Reus,Haaland,Haaland,Reyna,,reus,haaland,haaland,reyna
2020-21,Champions League,GR1,1,2020-10-20,Lazio,Away,71,71,1,2,-1,Erling,Haaland,Reyna,Reyna,Witsel,Combination (Witsel to Haaland to Reyna to Haaland),haaland,reyna,reyna,witsel
2020-21,Bundesliga,MD5,5,2020-10-24,Schalke 04,Home,55,55,1,0,1,Manuel,Akanji,,Guerreiro,Brandt,No Official Assist (Guerreiro shot saved and fell to Akanji),akanji,,guerreiro,brandt
2020-21,Bundesliga,MD5,5,2020-10-24,Schalke 04,Home,61,61,2,0,2,Erling,Haaland,Sancho,Sancho,Reyna,Combination (Reyna to Haaland to Sancho to Haaland),haaland,sancho,sancho,reyna
2020-21,Bundesliga,MD5,5,2020-10-24,Schalke 04,Home,78,78,3,0,3,Mats,Hummels,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro corner),hummels,guerreiro,guerreiro,
2020-21,Champions League,GR2,2,2020-10-24,Zenit,Home,78,78,1,0,1,Jadon,Sancho,,,,No Assists (Penalty),sancho,,,
2020-21,Champions League,GR2,2,2020-10-24,Zenit,Home,90+1,90.1,2,0,2,Erling,Haaland,Bellingham,Bellingham,Bürki,,haaland,bellingham,bellingham,burki
