season,comp,round,round_alt,date,opponent,venue,min,min_alt,gf,ga,gd,scorer_first,scorer_last,assist_official,assist_1st,assist_2nd,note,id_scorer,id_assist_official,id_assist_1st,id_assist_2nd
2015-16,Bundesliga,MD32,32,2016-04-30,Wolfsburg,Home,9,9,2,0,2,Adrián,Ramos,Kagawa,Kagawa,,No 2nd Assist (Kagawa won the ball),ramos,kagawa,kagawa,
2015-16,Bundesliga,MD32,32,2016-04-30,Wolfsburg,Home,59,59,3,0,3,Marco,Reus,Ramos,Ramos,Kagawa,Kagawa shot saved and fell to Ramos,reus,ramos,ramos,kagawa
2015-16,Bundesliga,MD32,32,2016-04-30,Wolfsburg,Home,77,77,4,0,4,Pierre-Emerick,Aubameyang,,Mkhitaryan,Castro,No Official Assist (Unclear why),aubameyang,,mkhitaryan,castro
2015-16,Bundesliga,MD32,32,2016-04-30,Wolfsburg,Home,78,78,5,0,5,Pierre-Emerick,Aubameyang,Schmelzer,Schmelzer,Şahin,,aubameyang,schmelzer,schmelzer,sahin
2015-16,Bundesliga,MD34,34,2016-05-14,Köln,Home,11,11,1,0,1,Gonzalo,Castro,Schmelzer,Schmelzer,Weigl,,castro,schmelzer,schmelzer,weigl
2015-16,Bundesliga,MD34,34,2016-05-14,Köln,Home,75,75,2,2,0,Marco,Reus,,,,No Assists (Reus free kick),reus,,,
2016-17,DFB-Pokal,R1,1,2016-08-22,Trier,Away,8,8,1,0,1,Shinji,Kagawa,Aubameyang,Aubameyang,Schürrle,,kagawa,aubameyang,aubameyang,schurrle
2016-17,DFB-Pokal,R1,1,2016-08-22,Trier,Away,33,33,2,0,2,Shinji,Kagawa,Castro,Castro,Papastathopoulos,,kagawa,castro,castro,papastathopoulos
2016-17,DFB-Pokal,R1,1,2016-08-22,Trier,Away,45,45,3,0,3,André,Schürrle,,Aubameyang,Dembélé,No Official Assist (Unclear why),schurrle,,aubameyang,dembele
2016-17,Bundesliga,MD1,1,2016-08-27,Mainz 05,Home,17,17,1,1,0,Pierre-Emerick,Aubameyang,Schürrle,Schürrle,Kagawa,,aubameyang,schurrle,schurrle,kagawa
2016-17,Bundesliga,MD1,1,2016-08-27,Mainz 05,Home,89,89,2,2,0,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2016-17,Champions League,GR-1,1,2016-09-14,Legia Warsaw,Away,7,7,1,0,1,Mario,Götze,Dembélé,Dembélé,Schmelzer,,gotze,dembele,dembele,schmelzer
2016-17,Champions League,GR-1,1,2016-09-14,Legia Warsaw,Away,15,15,2,0,2,Sokratis,Papastathopoulos,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro free kick),papastathopoulos,guerreiro,guerreiro,
2016-17,Champions League,GR-1,1,2016-09-14,Legia Warsaw,Away,17,17,3,0,3,Marc,Bartra,Schmelzer,Schmelzer,Aubameyang,Aubameyang shot saved and fell to Schmelzer,bartra,schmelzer,schmelzer,aubameyang
2016-17,Champions League,GR-1,1,2016-09-14,Legia Warsaw,Away,51,51,4,0,4,Raphaël,Guerreiro,,Dembélé,Aubameyang,No Official Assist (Dembélé shot blocked and fell to Guerreiro),guerreiro,,dembele,aubameyang
2016-17,Champions League,GR-1,1,2016-09-14,Legia Warsaw,Away,76,76,5,0,5,Gonzalo,Castro,Pulisic,Pulisic,Mor,,castro,pulisic,pulisic,mor
2016-17,Champions League,GR-1,1,2016-09-14,Legia Warsaw,Away,87,87,6,0,6,Pierre-Emerick,Aubameyang,Castro,Castro,Piszczek,,aubameyang,castro,castro,piszczek
2016-17,Bundesliga,MD3,3,2016-09-17,Darmstadt 98,Home,7,7,1,0,1,Gonzalo,Castro,Dembélé,Dembélé,Ramos,,castro,dembele,dembele,ramos
2016-17,Bundesliga,MD3,3,2016-09-17,Darmstadt 98,Home,48,48,2,0,2,Adrián,Ramos,,Guerreiro,Pulisic,No Official Assist (Guerreiro shot saved and fell to Ramos); Combination (Pulisic to Ramos to Guerreiro to Ramos),ramos,,guerreiro,pulisic
2016-17,Bundesliga,MD3,3,2016-09-17,Darmstadt 98,Home,54,54,3,0,3,Christian,Pulisic,,Schmelzer,Schmelzer,No Official Assist (Schmelzer pass to Guerreiro deflected to Pulisic),pulisic,,schmelzer,schmelzer
2016-17,Bundesliga,MD3,3,2016-09-17,Darmstadt 98,Home,78,78,4,0,4,Gonzalo,Castro,Pulisic,Pulisic,Rode,,castro,pulisic,pulisic,rode
2016-17,Bundesliga,MD3,3,2016-09-17,Darmstadt 98,Home,84,84,5,0,5,Sebastian,Rode,Castro,Castro,Weigl,,rode,castro,castro,weigl
2016-17,Bundesliga,MD3,3,2016-09-17,Darmstadt 98,Home,88,88,6,0,6,Emre,Mor,,Pulisic,Passlack,No Official Assist (Unclear why),mor,,pulisic,passlack
2016-17,Bundesliga,MD4,4,2016-09-20,Wolfsburg,Away,4,4,1,0,1,Raphaël,Guerreiro,Bartra,Bartra,Weigl,,guerreiro,bartra,bartra,weigl
2016-17,Bundesliga,MD4,4,2016-09-20,Wolfsburg,Away,16,16,2,0,2,Pierre-Emerick,Aubameyang,Guerreiro,Guerreiro,Schmelzer,,aubameyang,guerreiro,guerreiro,schmelzer
2016-17,Bundesliga,MD4,4,2016-09-20,Wolfsburg,Away,58,58,3,1,2,Ousmane,Dembélé,Castro,Castro,Guerreiro,,dembele,castro,castro,guerreiro
2016-17,Bundesliga,MD4,4,2016-09-20,Wolfsburg,Away,69,69,4,1,3,Pierre-Emerick,Aubameyang,,Castro,Piszczek,No Official Assist (Unclear why),aubameyang,,castro,piszczek
2016-17,Bundesliga,MD4,4,2016-09-20,Wolfsburg,Away,73,73,5,1,4,Łukasz,Piszczek,,Guerreiro,,No Official Assist (Unclear why); No 2nd Assist (Guerreiro corner),piszczek,,guerreiro,
2016-17,Bundesliga,MD5,5,2016-09-23,Freiburg,Home,45,45,1,0,1,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Götze,,aubameyang,dembele,dembele,gotze
2016-17,Bundesliga,MD5,5,2016-09-23,Freiburg,Home,53,53,2,0,2,Łukasz,Piszczek,,Castro,Papastathopoulos,No Official Assist (Castro shot deflected to Piszczek); Combination (Papastathopoulos to Piszczek to Castro to Piszczek),piszczek,,castro,papastathopoulos
2016-17,Bundesliga,MD5,5,2016-09-23,Freiburg,Home,90+1,90.1,3,1,2,Raphaël,Guerreiro,Castro,Castro,Aubameyang,,guerreiro,castro,castro,aubameyang
2016-17,Champions League,GR-2,2,2016-09-27,Real Madrid,Home,43,43,1,1,0,Pierre-Emerick,Aubameyang,,Guerreiro,,No Official Assist (Guerreiro shot saved and fell to Aubameyang); No 2nd Assist (Guerreiro free kick),aubameyang,,guerreiro,
2016-17,Champions League,GR-2,2,2016-09-27,Real Madrid,Home,87,87,2,2,0,André,Schürrle,,Pulisic,Piszczek,No Official Assist (Pulisic cross blocked and fell to Schürrle),schurrle,,pulisic,piszczek
2016-17,Bundesliga,MD7,7,2016-10-14,Hertha Berlin,Home,80,80,1,1,0,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Merino,,aubameyang,dembele,dembele,merino
2016-17,Champions League,GR-3,3,2016-10-18,Sporting CP,Away,9,9,1,0,1,Pierre-Emerick,Aubameyang,Götze,Götze,,No 2nd Assist (Götze won the ball),aubameyang,gotze,gotze,
2016-17,Champions League,GR-3,3,2016-10-18,Sporting CP,Away,43,43,2,0,2,Julian,Weigl,,,,No Assists (Weigl won loose ball),weigl,,,
2016-17,Bundesliga,MD8,8,2016-10-22,Ingolstadt 04,Away,59,59,1,2,-1,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Kagawa,,aubameyang,dembele,dembele,kagawa
2016-17,Bundesliga,MD8,8,2016-10-22,Ingolstadt 04,Away,69,69,2,3,-1,Adrián,Ramos,Pulisic,Pulisic,Dembélé,,ramos,pulisic,pulisic,dembele
2016-17,Bundesliga,MD8,8,2016-10-22,Ingolstadt 04,Away,90+1,90.1,3,3,0,Christian,Pulisic,,Piszczek,Passlack,No Official Assist (Piszczek shot saved and fell to Pulisic),pulisic,,piszczek,passlack
2016-17,DFB-Pokal,R2,2,2016-10-26,Union Berlin,Home,44,44,1,0,1,Jacob,Bruun Larsen,,Götze,Castro,Own Goal awarded to Bruun-Larsen,bruun-larsen,,gotze,castro
2016-17,Champions League,GR-4,4,2016-11-02,Sporting CP,Home,12,12,1,0,1,Adrián,Ramos,Ginter,Ginter,Götze,,ramos,ginter,ginter,gotze
2016-17,Bundesliga,MD10,10,2016-11-05,Hamburger SV,Away,4,4,1,0,1,Pierre-Emerick,Aubameyang,,Mor,Pulisic,No Official Assist (Mor shot saved and fell to Aubameyang),aubameyang,,mor,pulisic
2016-17,Bundesliga,MD10,10,2016-11-05,Hamburger SV,Away,23,23,2,0,2,Pierre-Emerick,Aubameyang,Mor,Mor,,No 2nd Assist (Mor won the ball),aubameyang,mor,mor,
2016-17,Bundesliga,MD10,10,2016-11-05,Hamburger SV,Away,27,27,3,0,3,Pierre-Emerick,Aubameyang,Bartra,Bartra,,No 2nd Assist (Bartra won the ball),aubameyang,bartra,bartra,
2016-17,Bundesliga,MD10,10,2016-11-05,Hamburger SV,Away,48,48,4,0,4,Pierre-Emerick,Aubameyang,Pulisic,Pulisic,,No 2nd Assist (Pulisic won the ball),aubameyang,pulisic,pulisic,
2016-17,Bundesliga,MD10,10,2016-11-05,Hamburger SV,Away,76,76,5,1,4,Ousmane,Dembélé,Aubameyang,Aubameyang,Piszczek,,dembele,aubameyang,aubameyang,piszczek
2016-17,Bundesliga,MD11,11,2016-11-19,Bayern Munich,Home,11,11,1,0,1,Pierre-Emerick,Aubameyang,Götze,Götze,Piszczek,,aubameyang,gotze,gotze,piszczek
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,17,17,1,1,0,Shinji,Kagawa,Dembélé,Dembélé,Rode,,kagawa,dembele,dembele,rode
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,18,18,2,1,1,Shinji,Kagawa,Dembélé,Dembélé,Ginter,Combination (Ginter to Kagawa to Dembélé to Kagawa),kagawa,dembele,dembele,ginter
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,20,20,3,1,2,Nuri,Şahin,,Reus,,No Official Assist (Reus shot deflected off keeper to Şahin); No 2nd Assist (Reus free kick),sahin,,reus,
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,29,29,4,2,2,Ousmane,Dembélé,Reus,Reus,Şahin,,dembele,reus,reus,sahin
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,32,32,5,2,3,Marco,Reus,Kagawa,Kagawa,Şahin,,reus,kagawa,kagawa,sahin
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,52,52,6,2,4,Marco,Reus,Dembélé,Dembélé,Castro,,reus,dembele,dembele,castro
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,81,81,7,3,4,Felix,Passlack,,Schürrle,Pulisic,No Official Assist (Schürrle shot saved and fell to Passlack),passlack,,schurrle,pulisic
2016-17,Champions League,GR-5,5,2016-11-22,Legia Warsaw,Home,90+2,90.2,8,4,4,Marco,Reus,,Aubameyang,Schürrle,Own Goal awarded to Reus,reus,,aubameyang,schurrle
2016-17,Bundesliga,MD12,12,2016-11-26,Frankfurt,Away,77,77,1,1,0,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Piszczek,,aubameyang,dembele,dembele,piszczek
2016-17,Bundesliga,MD13,13,2016-12-03,Gladbach,Home,7,7,1,1,0,Pierre-Emerick,Aubameyang,Reus,Reus,Dembélé,,aubameyang,reus,reus,dembele
2016-17,Bundesliga,MD13,13,2016-12-03,Gladbach,Home,15,15,2,1,1,Łukasz,Piszczek,Bartra,Bartra,Dembélé,,piszczek,bartra,bartra,dembele
2016-17,Bundesliga,MD13,13,2016-12-03,Gladbach,Home,64,64,3,1,2,Ousmane,Dembélé,Reus,Reus,Papastathopoulos,Papastathopoulos pass blocked to Reus,dembele,reus,reus,papastathopoulos
2016-17,Bundesliga,MD13,13,2016-12-03,Gladbach,Home,68,68,4,1,3,Pierre-Emerick,Aubameyang,Reus,Reus,Dembélé,,aubameyang,reus,reus,dembele
2016-17,Champions League,GR-6,6,2016-12-07,Real Madrid,Away,60,60,1,2,-1,Pierre-Emerick,Aubameyang,,Schmelzer,Weigl,No Official Assist (Unclear why),aubameyang,,schmelzer,weigl
2016-17,Champions League,GR-6,6,2016-12-07,Real Madrid,Away,88,88,2,2,0,Marco,Reus,Aubameyang,Aubameyang,Mor,,reus,aubameyang,aubameyang,mor
2016-17,Bundesliga,MD14,14,2016-12-10,Köln,Away,90,90,1,1,0,Marco,Reus,Ramos,Ramos,Dembélé,,reus,ramos,ramos,dembele
2016-17,Bundesliga,MD15,15,2016-12-16,Hoffenheim,Away,11,11,1,1,0,Mario,Götze,Dembélé,Dembélé,Weigl,,gotze,dembele,dembele,weigl
2016-17,Bundesliga,MD15,15,2016-12-16,Hoffenheim,Away,48,48,2,2,0,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Weigl,,aubameyang,dembele,dembele,weigl
2016-17,Bundesliga,MD16,16,2016-12-20,Augsburg,Home,47,47,1,1,0,Ousmane,Dembélé,Kagawa,Kagawa,Weigl,Combination (Weigl to Dembélé to Kagawa to Dembélé),dembele,kagawa,kagawa,weigl
2016-17,Bundesliga,MD17,17,2017-01-21,Werder Bremen,Away,5,5,1,0,1,André,Schürrle,,,,No Assists (Schürrle picked up loose ball),schurrle,,,
2016-17,Bundesliga,MD17,17,2017-01-21,Werder Bremen,Away,71,71,2,1,1,Łukasz,Piszczek,,Guerreiro,Dembélé,No Official Assist (Guerreiro shot blocked and fell to Piszczek); Dembélé corner blocked and fell to Guerreiro,piszczek,,guerreiro,dembele
2016-17,Bundesliga,MD18,18,2017-01-29,Mainz 05,Away,3,3,1,0,1,Marco,Reus,Schürrle,Schürrle,Castro,,reus,schurrle,schurrle,castro
2016-17,Bundesliga,MD19,19,2017-02-04,RB Leipzig,Home,35,35,1,0,1,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Piszczek,,aubameyang,dembele,dembele,piszczek
2016-17,DFB-Pokal,R16,3,2017-02-08,Hertha Berlin,Home,47,47,1,0,1,Marco,Reus,Pulisic,Pulisic,Dembélé,,reus,pulisic,pulisic,dembele
2016-17,Bundesliga,MD20,20,2017-02-11,Darmstadt 98,Away,44,44,1,1,0,Raphaël,Guerreiro,Mor,Mor,Durm,,guerreiro,mor,mor,durm
2016-17,Bundesliga,MD21,21,2017-02-18,Wolfsburg,Home,20,20,1,0,1,Łukasz,Piszczek,,Dembélé,Reus,Own Goal awarded to Piszczek,piszczek,,dembele,reus
2016-17,Bundesliga,MD21,21,2017-02-18,Wolfsburg,Home,48,48,2,0,2,Łukasz,Piszczek,Dembélé,Dembélé,Schmelzer,Schmelzer free kick blocked and fell to Dembélé,piszczek,dembele,dembele,schmelzer
2016-17,Bundesliga,MD21,21,2017-02-18,Wolfsburg,Home,59,59,3,0,3,Ousmane,Dembélé,Piszczek,Piszczek,Ginter,,dembele,piszczek,piszczek,ginter
2016-17,Bundesliga,MD22,22,2017-02-25,Freiburg,Away,13,13,1,0,1,Sokratis,Papastathopoulos,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro free kick),papastathopoulos,guerreiro,guerreiro,
2016-17,Bundesliga,MD22,22,2017-02-25,Freiburg,Away,55,55,2,0,2,Pierre-Emerick,Aubameyang,Reus,Reus,Weigl,,aubameyang,reus,reus,weigl
2016-17,Bundesliga,MD22,22,2017-02-25,Freiburg,Away,70,70,3,0,3,Pierre-Emerick,Aubameyang,Durm,Durm,Dembélé,,aubameyang,durm,durm,dembele
2016-17,Bundesliga,MD23,23,2017-03-04,Leverkusen,Home,6,6,1,0,1,Ousmane,Dembélé,,Piszczek,Castro,No Official Assist (Piszczek pass blocked and fell to Dembélé),dembele,,piszczek,castro
2016-17,Bundesliga,MD23,23,2017-03-04,Leverkusen,Home,26,26,2,0,2,Pierre-Emerick,Aubameyang,,Bartra,Reus,No Official Assist (Bartra shot blocked and fell to Aubameyang),aubameyang,,bartra,reus
2016-17,Bundesliga,MD23,23,2017-03-04,Leverkusen,Home,69,69,3,1,2,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Guerreiro,Guerreiro free kick blocked and fell to Dembélé,aubameyang,dembele,dembele,guerreiro
2016-17,Bundesliga,MD23,23,2017-03-04,Leverkusen,Home,77,77,4,2,2,Christian,Pulisic,Durm,Durm,Castro,,pulisic,durm,durm,castro
2016-17,Bundesliga,MD23,23,2017-03-04,Leverkusen,Home,85,85,5,2,3,André,Schürrle,,,,No Assists (Penalty),schurrle,,,
2016-17,Bundesliga,MD23,23,2017-03-04,Leverkusen,Home,90+2,90.2,6,2,4,Raphaël,Guerreiro,Pulisic,Pulisic,Kagawa,,guerreiro,pulisic,pulisic,kagawa
2016-17,Champions League,R16-2,8,2017-03-08,Benfica,Home,4,4,1,0,1,Pierre-Emerick,Aubameyang,Pulisic,Pulisic,Dembélé,,aubameyang,pulisic,pulisic,dembele
2016-17,Champions League,R16-2,8,2017-03-08,Benfica,Home,59,59,2,0,2,Christian,Pulisic,Piszczek,Piszczek,Weigl,,pulisic,piszczek,piszczek,weigl
2016-17,Champions League,R16-2,8,2017-03-08,Benfica,Home,61,61,3,0,3,Pierre-Emerick,Aubameyang,Schmelzer,Schmelzer,Weigl,,aubameyang,schmelzer,schmelzer,weigl
2016-17,Champions League,R16-2,8,2017-03-08,Benfica,Home,85,85,4,0,4,Pierre-Emerick,Aubameyang,Durm,Durm,Castro,,aubameyang,durm,durm,castro
2016-17,Bundesliga,MD24,24,2017-03-11,Hertha Berlin,Away,55,55,1,1,0,Pierre-Emerick,Aubameyang,Kagawa,Kagawa,Guerreiro,,aubameyang,kagawa,kagawa,guerreiro
2016-17,DFB-Pokal,QF,4,2017-03-14,Lotte,Away,57,57,1,0,1,Christian,Pulisic,Dembélé,Dembélé,Guerreiro,,pulisic,dembele,dembele,guerreiro
2016-17,DFB-Pokal,QF,4,2017-03-14,Lotte,Away,66,66,2,0,2,André,Schürrle,Guerreiro,Guerreiro,Kagawa,,schurrle,guerreiro,guerreiro,kagawa
2016-17,DFB-Pokal,QF,4,2017-03-14,Lotte,Away,83,83,3,0,3,Marcel,Schmelzer,,,,No Assists (Schmelzer free kick),schmelzer,,,
2016-17,Bundesliga,MD25,25,2017-03-17,Ingolstadt 04,Home,14,14,1,0,1,Pierre-Emerick,Aubameyang,Schmelzer,Schmelzer,Kagawa,,aubameyang,schmelzer,schmelzer,kagawa
2016-17,Bundesliga,MD26,26,2017-04-01,Schalke 04,Away,53,53,1,0,1,Pierre-Emerick,Aubameyang,Kagawa,Kagawa,Dembélé,,aubameyang,kagawa,kagawa,dembele
2016-17,Bundesliga,MD27,27,2017-04-04,Hamburger SV,Home,13,13,1,0,1,Gonzalo,Castro,,,,No Assists (Free kick),castro,,,
2016-17,Bundesliga,MD27,27,2017-04-04,Hamburger SV,Home,81,81,2,0,2,Shinji,Kagawa,Aubameyang,Aubameyang,Passlack,,kagawa,aubameyang,aubameyang,passlack
2016-17,Bundesliga,MD27,27,2017-04-04,Hamburger SV,Home,90+2,90.2,3,0,3,Pierre-Emerick,Aubameyang,Kagawa,Kagawa,Piszczek,,aubameyang,kagawa,kagawa,piszczek
2016-17,Bundesliga,MD28,28,2017-04-08,Bayern Munich,Away,20,20,1,2,-1,Raphaël,Guerreiro,,Passlack,Aubameyang,No Official Assist (Passlack's pass cleared to Guerreiro),guerreiro,,passlack,aubameyang
2016-17,Champions League,QF-1,9,2017-04-12,AS Monaco,Home,57,57,1,2,-1,Ousmane,Dembélé,Kagawa,Kagawa,Aubameyang,,dembele,kagawa,kagawa,aubameyang
2016-17,Champions League,QF-1,9,2017-04-12,AS Monaco,Home,84,84,2,3,-1,Shinji,Kagawa,Şahin,Şahin,,No 2nd Assist (Şahin wins loose ball),kagawa,sahin,sahin,
2016-17,Bundesliga,MD29,29,2017-04-15,Frankfurt,Home,3,3,1,0,1,Marco,Reus,Pulisic,Pulisic,Aubameyang,,reus,pulisic,pulisic,aubameyang
2016-17,Bundesliga,MD29,29,2017-04-15,Frankfurt,Home,34,34,2,1,1,Sokratis,Papastathopoulos,Bender,Bender,Schmelzer,,papastathopoulos,bender,bender,schmelzer
2016-17,Bundesliga,MD29,29,2017-04-15,Frankfurt,Home,86,86,3,1,2,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Şahin,,aubameyang,dembele,dembele,sahin
2016-17,Champions League,QF-2,10,2017-04-19,AS Monaco,Away,48,48,1,2,-1,Marco,Reus,Dembélé,Dembélé,Papastathopoulos,,reus,dembele,dembele,papastathopoulos
2016-17,Bundesliga,MD30,30,2017-04-22,Gladbach,Away,10,10,1,0,1,Marco,Reus,,,,No Assists (Penalty),reus,,,
2016-17,Bundesliga,MD30,30,2017-04-22,Gladbach,Away,59,59,2,2,0,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Castro,,aubameyang,dembele,dembele,castro
2016-17,Bundesliga,MD30,30,2017-04-22,Gladbach,Away,87,87,3,2,1,Raphaël,Guerreiro,Castro,Castro,,No 2nd Assist (Castro free kick),guerreiro,castro,castro,
2016-17,DFB-Pokal,SF,5,2017-04-26,Bayern Munich,Away,19,19,1,0,1,Marco,Reus,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro won the ball),reus,guerreiro,guerreiro,
2016-17,DFB-Pokal,SF,5,2017-04-26,Bayern Munich,Away,69,69,2,2,0,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Piszczek,,aubameyang,dembele,dembele,piszczek
2016-17,DFB-Pokal,SF,5,2017-04-26,Bayern Munich,Away,74,74,3,2,1,Ousmane,Dembélé,Reus,Reus,Guerreiro,,dembele,reus,reus,guerreiro
2016-17,Bundesliga,MD32,32,2017-05-06,Hoffenheim,Home,4,4,1,0,1,Marco,Reus,Castro,Castro,Guerreiro,,reus,castro,castro,guerreiro
2016-17,Bundesliga,MD32,32,2017-05-06,Hoffenheim,Home,82,82,2,0,2,Pierre-Emerick,Aubameyang,,Guerreiro,Piszczek,No Official Assist (Guerreiro shot off bar and fell to Aubameyang),aubameyang,,guerreiro,piszczek
2016-17,Bundesliga,MD33,33,2017-05-13,Augsburg,Away,32,32,1,1,0,Pierre-Emerick,Aubameyang,Kagawa,Kagawa,Durm,,aubameyang,kagawa,kagawa,durm
2016-17,Bundesliga,MD34,34,2017-05-20,Werder Bremen,Home,32,32,1,1,0,Marco,Reus,Kagawa,Kagawa,Şahin,,reus,kagawa,kagawa,sahin
2016-17,Bundesliga,MD34,34,2017-05-20,Werder Bremen,Home,42,42,2,1,1,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Kagawa,,aubameyang,dembele,dembele,kagawa
2016-17,Bundesliga,MD34,34,2017-05-20,Werder Bremen,Home,75,75,3,3,0,Marco,Reus,,,,No Assists (Penalty),reus,,,
2016-17,Bundesliga,MD34,34,2017-05-20,Werder Bremen,Home,89,89,4,3,1,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2016-17,DFB-Pokal,F,6,2017-05-27,Frankfurt,Neutral,8,8,1,0,1,Ousmane,Dembélé,Piszczek,Piszczek,Reus,,dembele,piszczek,piszczek,reus
2016-17,DFB-Pokal,F,6,2017-05-27,Frankfurt,Neutral,67,67,2,1,1,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2017-18,DFL-Supercup,F,1,2017-08-05,Bayern Munich,Home,12,12,1,0,1,Christian,Pulisic,,,,No Assists (Pulisic won the ball),pulisic,,,
2017-18,DFL-Supercup,F,1,2017-08-05,Bayern Munich,Home,71,71,2,1,1,Pierre-Emerick,Aubameyang,Dembélé,Dembélé,Rode,,aubameyang,dembele,dembele,rode
2017-18,DFB-Pokal,R1,1,2017-08-12,Rielasingen,Away,12,12,1,0,1,Marc,Bartra,Beste,Beste,Şahin,,bartra,beste,beste,sahin
2017-18,DFB-Pokal,R1,1,2017-08-12,Rielasingen,Away,41,41,2,0,2,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2017-18,DFB-Pokal,R1,1,2017-08-12,Rielasingen,Away,55,55,3,0,3,Pierre-Emerick,Aubameyang,Dahoud,Dahoud,Şahin,,aubameyang,dahoud,dahoud,sahin
2017-18,DFB-Pokal,R1,1,2017-08-12,Rielasingen,Away,80,80,4,0,4,Pierre-Emerick,Aubameyang,,Dahoud,Kagawa,No Official Assist (Dahoud shot deflected to Aubameyang),aubameyang,,dahoud,kagawa
2017-18,Bundesliga,MD1,1,2017-08-19,Wolfsburg,Away,22,22,1,1,0,Christian,Pulisic,Götze,Götze,,No 2nd Assist (Götze won the ball),pulisic,gotze,gotze,
2017-18,Bundesliga,MD1,1,2017-08-19,Wolfsburg,Away,27,27,2,2,0,Marc,Bartra,Castro,Castro,Götze,,bartra,castro,castro,gotze
2017-18,Bundesliga,MD1,1,2017-08-19,Wolfsburg,Away,60,60,3,3,0,Pierre-Emerick,Aubameyang,Pulisic,Pulisic,Piszczek,,aubameyang,pulisic,pulisic,piszczek
2017-18,Bundesliga,MD2,2,2017-08-26,Hertha Berlin,Home,15,15,1,0,1,Pierre-Emerick,Aubameyang,Şahin,Şahin,Zagadou,,aubameyang,sahin,sahin,zagadou
2017-18,Bundesliga,MD2,2,2017-08-26,Hertha Berlin,Home,57,57,2,0,2,Nuri,Şahin,,Philipp,Pulisic,No Official Assist (Philipp shot deflected to Şahin),sahin,,philipp,pulisic
2017-18,Champions League,GR-1,1,2017-09-13,Tottenham,Away,11,11,1,1,0,Andriy,Yarmolenko,Kagawa,Kagawa,Piszczek,Combination (Piszczek to Yarmolenko to Kagawa to Yarmolenko),yarmolenko,kagawa,kagawa,piszczek
2017-18,Bundesliga,MD4,4,2017-09-17,Köln,Home,2,2,1,0,1,Maximilian,Philipp,Yarmolenko,Yarmolenko,,No 2nd Assist (Philipp won the ball),philipp,yarmolenko,yarmolenko,
2017-18,Bundesliga,MD4,4,2017-09-17,Köln,Home,45+1,45.1,2,0,2,Sokratis,Papastathopoulos,,Yarmolenko,,No Official Assist (Keeper blocked the corner and it fell to Papastathopoulos); No 2nd Assist Yarmolenko took corner),papastathopoulos,,yarmolenko,
2017-18,Bundesliga,MD4,4,2017-09-17,Köln,Home,59,59,3,0,3,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2017-18,Bundesliga,MD4,4,2017-09-17,Köln,Home,60,60,4,0,4,Pierre-Emerick,Aubameyang,Piszczek,Piszczek,Yarmolenko,,aubameyang,piszczek,piszczek,yarmolenko
2017-18,Bundesliga,MD4,4,2017-09-17,Köln,Home,69,69,5,0,5,Maximilian,Philipp,Dahoud,Dahoud,Papastathopoulos,,philipp,dahoud,dahoud,papastathopoulos
2017-18,Bundesliga,MD5,5,2017-09-20,Hamburger SV,Away,24,24,1,0,1,Shinji,Kagawa,Toprak,Toprak,Yarmolenko,,kagawa,toprak,toprak,yarmolenko
2017-18,Bundesliga,MD5,5,2017-09-20,Hamburger SV,Away,63,63,2,0,2,Pierre-Emerick,Aubameyang,,Yarmolenko,Pulisic,No Official Assist (Yarmolenko shot tapped in by Aubameyang),aubameyang,,yarmolenko,pulisic
2017-18,Bundesliga,MD5,5,2017-09-20,Hamburger SV,Away,79,79,3,0,3,Christian,Pulisic,Dahoud,Dahoud,Piszczek,,pulisic,dahoud,dahoud,piszczek
2017-18,Bundesliga,MD6,6,2017-09-23,Gladbach,Home,28,28,1,0,1,Maximilian,Philipp,Aubameyang,Aubameyang,Weigl,,philipp,aubameyang,aubameyang,weigl
