id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
akanji,Manuel,Akanji,🇨🇭,Switzerland,450,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,active
alcacer,Paco,Alcácer,🇪🇸,Spain,356,1,1,1,0,1,2,0,0.25,0.25,0.51,0.51,4,50.0%,inactive
bruun-larsen,Jacob,Bruun Larsen,🇩🇰,Denmark,152,1,1,1,0,1,2,0,0.59,0.59,1.18,1.18,4,50.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,630,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,8,0.0%,active
dahoud,Mahmoud,Dahoud,🇩🇪,Germany,318,0,0,0,2,2,2,0,0.00,0.57,0.57,0.57,6,33.3%,active
delaney,Thomas,Delaney,🇩🇰,Denmark,296,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
diallo,Abdou,Diallo,🇫🇷,France,619,0,0,0,1,1,1,0,0.00,0.15,0.15,0.15,10,10.0%,inactive
gomez,Sergio,Gómez,🇪🇸,Spain,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,loan
gotze,Mario,Götze,🇩🇪,Germany,437,0,0,0,1,1,1,0,0.00,0.21,0.21,0.21,6,16.7%,inactive
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,285,4,0,0,0,0,4,0,1.26,0.00,1.26,1.26,5,80.0%,active
hakimi,Achraf,Hakimi,🇲🇦,Morocco,371,0,3,3,0,3,3,0,0.00,0.73,0.73,0.73,6,50.0%,inactive
hitz,Marwin,Hitz,🇨🇭,Switzerland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
kagawa,Shinji,Kagawa,🇯🇵,Japan,29,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
philipp,Maximilian,Philipp,🇩🇪,Germany,85,0,1,1,0,1,1,0,0.00,1.06,1.06,1.06,2,50.0%,inactive
piszczek,Łukasz,Piszczek,🇵🇱,Poland,450,0,0,0,1,1,1,0,0.00,0.20,0.20,0.20,8,12.5%,active
pulisic,Christian,Pulisic,🇺🇸,United States,453,1,0,0,2,2,3,0,0.20,0.40,0.60,0.60,5,60.0%,inactive
reus,Marco,Reus,🇩🇪,Germany,523,1,1,1,0,1,2,0,0.17,0.17,0.34,0.34,8,25.0%,active
sancho,Jadon,Sancho,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,436,1,1,1,1,2,3,0,0.21,0.41,0.62,0.62,4,75.0%,active
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,194,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,active
toprak,Ömer,Toprak,🇹🇷,Turkey,270,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,289,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,inactive
witsel,Axel,Witsel,🇧🇪,Belgium,629,1,0,0,0,0,1,0,0.14,0.00,0.14,0.14,8,12.5%,active
wolf,Marius,Wolf,🇩🇪,Germany,211,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
zagadou,Dan-Axel,Zagadou,🇫🇷,France,346,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7,0.0%,active
