id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
aubameyang,Pierre-Emerick,Aubameyang,🇬🇦,Gabon,390,3,2,3,0,3,6,0,0.69,0.69,1.38,1.38,7,85.7%,inactive
bender,Sven,Bender,🇩🇪,Germany,346,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,6,0.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,570,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,17,0.0%,active
castro,Gonzalo,Castro,🇩🇪,Germany,422,3,2,2,1,3,6,0,0.64,0.64,1.28,1.28,12,50.0%,inactive
durm,Erik,Durm,🇩🇪,Germany,148,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,inactive
ginter,Matthias,Ginter,🇩🇪,Germany,211,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,8,0.0%,inactive
gundogan,İlkay,Gündoğan,🇩🇪,Germany,362,1,1,1,2,3,4,1,0.25,0.75,0.99,0.75,14,28.6%,inactive
hofmann,Jonas,Hofmann,🇩🇪,Germany,28,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
hummels,Mats,Hummels,🇩🇪,Germany,527,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,17,0.0%,active
januzaj,Adnan,Januzaj,🇧🇪,Belgium,28,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,inactive
kagawa,Shinji,Kagawa,🇯🇵,Japan,205,1,2,3,1,4,5,0,0.44,1.76,2.20,2.20,11,45.5%,inactive
leitner,Moritz,Leitner,🇩🇪,Germany,14,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
mkhitaryan,Henrikh,Mkhitaryan,🇦🇲,Armenia,570,5,2,2,5,7,12,0,0.79,1.11,1.89,1.89,17,70.6%,inactive
papastathopoulos,Sokratis,Papastathopoulos,🇬🇷,Greece,415,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,12,0.0%,inactive
piszczek,Łukasz,Piszczek,🇵🇱,Poland,507,1,2,2,0,2,3,0,0.18,0.36,0.53,0.53,12,25.0%,active
ramos,Adrián,Ramos,🇨🇴,Colombia,238,1,1,1,1,2,3,0,0.38,0.76,1.13,1.13,10,30.0%,inactive
reus,Marco,Reus,🇩🇪,Germany,368,2,1,2,0,2,4,0,0.49,0.49,0.98,0.98,7,57.1%,active
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,512,0,0,0,1,1,1,0,0.00,0.18,0.18,0.18,17,5.9%,active
weigl,Julian,Weigl,🇩🇪,Germany,409,0,0,0,1,1,1,0,0.00,0.22,0.22,0.22,13,7.7%,inactive
