id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
aubameyang,Pierre-Emerick,Aubameyang,🇬🇦,Gabon,390,2,1,2,0,2,4,1,0.46,0.46,0.92,0.69,9,44.4%,inactive
bartra,Marc,Bartra,🇪🇸,Spain,375,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9,0.0%,inactive
bender,Sven,Bender,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,inactive
bruun-larsen,Jacob,Bruun Larsen,🇩🇰,Denmark,67,1,0,0,0,0,1,0,1.34,0.00,1.34,1.34,1,100.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,390,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,9,0.0%,active
castro,Gonzalo,Castro,🇩🇪,Germany,429,0,1,1,1,2,2,0,0.00,0.42,0.42,0.42,9,22.2%,inactive
dembele,Ousmane,Dembélé,🇫🇷,France,511,2,2,2,2,4,6,0,0.35,0.70,1.06,1.06,12,50.0%,inactive
durm,Erik,Durm,🇩🇪,Germany,181,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,inactive
ginter,Matthias,Ginter,🇩🇪,Germany,376,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7,0.0%,inactive
gotze,Mario,Götze,🇩🇪,Germany,120,0,0,1,0,1,1,0,0.00,0.75,0.75,0.75,1,100.0%,inactive
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,348,0,2,2,2,4,4,0,0.00,1.03,1.03,1.03,8,50.0%,active
isak,Alexander,Isak,🇸🇪,Sweden,5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
kagawa,Shinji,Kagawa,🇯🇵,Japan,270,2,0,0,1,1,3,0,0.67,0.33,1.00,1.00,8,37.5%,inactive
merino,Mikel,Merino,🇪🇸,Spain,20,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
mor,Emre,Mor,🇹🇷,Turkey,152,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,inactive
papastathopoulos,Sokratis,Papastathopoulos,🇬🇷,Greece,508,0,0,0,1,1,1,0,0.00,0.18,0.18,0.18,10,10.0%,inactive
passlack,Felix,Passlack,🇩🇪,Germany,189,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,active
piszczek,Łukasz,Piszczek,🇵🇱,Poland,424,0,1,1,1,2,2,0,0.00,0.42,0.42,0.42,9,22.2%,active
pulisic,Christian,Pulisic,🇺🇸,United States,213,1,1,1,0,1,2,0,0.42,0.42,0.85,0.85,4,50.0%,inactive
ramos,Adrián,Ramos,🇨🇴,Colombia,156,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
reus,Marco,Reus,🇩🇪,Germany,223,2,1,1,1,2,4,0,0.81,0.81,1.61,1.61,5,80.0%,active
rode,Sebastian,Rode,🇩🇪,Germany,88,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,inactive
sahin,Nuri,Şahin,🇹🇷,Turkey,67,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,359,1,0,0,0,0,1,0,0.25,0.00,0.25,0.25,10,10.0%,active
schurrle,André,Schürrle,🇩🇪,Germany,174,2,0,0,1,1,3,0,1.03,0.52,1.55,1.55,6,50.0%,inactive
weidenfeller,Roman,Weidenfeller,🇩🇪,Germany,210,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,263,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,inactive
