id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
aubameyang,Pierre-Emerick,Aubameyang,🇬🇦,Gabon,708,7,1,2,3,5,12,0,0.89,0.64,1.53,1.53,21,57.1%,inactive
bartra,Marc,Bartra,🇪🇸,Spain,580,1,0,0,0,0,1,0,0.16,0.00,0.16,0.16,21,4.8%,inactive
bender,Sven,Bender,🇩🇪,Germany,46,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,720,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,18,0.0%,active
burnic,Dženis,Burnić,🇩🇪,Germany,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
castro,Gonzalo,Castro,🇩🇪,Germany,442,1,1,1,2,3,4,1,0.20,0.61,0.81,0.61,18,22.2%,inactive
dembele,Ousmane,Dembélé,🇫🇷,France,770,2,5,6,1,7,9,0,0.23,0.82,1.05,1.05,22,40.9%,inactive
durm,Erik,Durm,🇩🇪,Germany,235,0,1,1,0,1,1,0,0.00,0.38,0.38,0.38,6,16.7%,inactive
ginter,Matthias,Ginter,🇩🇪,Germany,534,0,1,1,1,2,2,0,0.00,0.34,0.34,0.34,17,11.8%,inactive
gotze,Mario,Götze,🇩🇪,Germany,292,1,1,1,1,2,3,0,0.31,0.62,0.92,0.92,8,37.5%,inactive
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,501,1,1,2,0,2,3,0,0.18,0.36,0.54,0.54,11,27.3%,active
kagawa,Shinji,Kagawa,🇯🇵,Japan,369,3,2,2,0,2,5,0,0.73,0.49,1.22,1.22,14,35.7%,inactive
mor,Emre,Mor,🇹🇷,Turkey,57,0,0,0,2,2,2,0,0.00,3.16,3.16,3.16,4,50.0%,inactive
papastathopoulos,Sokratis,Papastathopoulos,🇬🇷,Greece,808,1,0,0,1,1,2,0,0.11,0.11,0.22,0.22,20,10.0%,inactive
passlack,Felix,Passlack,🇩🇪,Germany,180,1,0,0,0,0,1,0,0.50,0.00,0.50,0.50,10,10.0%,active
piszczek,Łukasz,Piszczek,🇵🇱,Poland,673,0,1,1,2,3,3,0,0.00,0.40,0.40,0.40,17,17.6%,active
pulisic,Christian,Pulisic,🇺🇸,United States,598,1,2,2,1,3,4,0,0.15,0.45,0.60,0.60,25,16.0%,inactive
ramos,Adrián,Ramos,🇨🇴,Colombia,90,1,0,0,0,0,1,0,1.00,0.00,1.00,1.00,1,100.0%,inactive
reus,Marco,Reus,🇩🇪,Germany,291,5,1,2,0,2,7,0,1.55,0.62,2.16,2.16,10,70.0%,active
rode,Sebastian,Rode,🇩🇪,Germany,140,0,0,0,1,1,1,0,0.00,0.64,0.64,0.64,9,11.1%,inactive
sahin,Nuri,Şahin,🇹🇷,Turkey,160,1,1,1,2,3,4,0,0.56,1.69,2.25,2.25,8,50.0%,inactive
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,540,0,2,3,1,4,4,0,0.00,0.67,0.67,0.67,15,26.7%,active
schurrle,André,Schürrle,🇩🇪,Germany,187,1,0,1,1,2,3,0,0.48,0.96,1.44,1.44,4,75.0%,inactive
weidenfeller,Roman,Weidenfeller,🇩🇪,Germany,180,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,10,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,799,1,0,0,3,3,4,0,0.11,0.34,0.45,0.45,19,21.1%,inactive
