id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
aubameyang,Pierre-Emerick,Aubameyang,🇬🇦,Gabon,77,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
bartra,Marc,Bartra,🇪🇸,Spain,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
castro,Gonzalo,Castro,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
dembele,Ousmane,Dembélé,🇫🇷,France,67,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
kagawa,Shinji,Kagawa,🇯🇵,Japan,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
mor,Emre,Mor,🇹🇷,Turkey,13,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
papastathopoulos,Sokratis,Papastathopoulos,🇬🇷,Greece,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
passlack,Felix,Passlack,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
ramos,Adrián,Ramos,🇨🇴,Colombia,67,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
rode,Sebastian,Rode,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
schurrle,André,Schürrle,🇩🇪,Germany,23,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,23,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
