id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
aubameyang,Pierre-Emerick,Aubameyang,🇬🇦,Gabon,2779,31,2,2,3,5,36,2,1.00,0.16,1.17,1.10,61,59.0%,inactive
bartra,Marc,Bartra,🇪🇸,Spain,1560,0,3,4,0,4,4,0,0.00,0.23,0.23,0.23,42,9.5%,inactive
bender,Sven,Bender,🇩🇪,Germany,272,0,1,1,0,1,1,0,0.00,0.33,0.33,0.33,8,12.5%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,2430,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,58,0.0%,active
burnic,Dženis,Burnić,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
castro,Gonzalo,Castro,🇩🇪,Germany,1921,3,5,7,4,11,14,0,0.14,0.52,0.66,0.66,53,26.4%,inactive
dembele,Ousmane,Dembélé,🇫🇷,France,2036,6,13,14,8,22,28,0,0.27,0.97,1.24,1.24,52,53.8%,inactive
durm,Erik,Durm,🇩🇪,Germany,976,0,2,2,2,4,4,0,0.00,0.37,0.37,0.37,21,19.0%,inactive
ginter,Matthias,Ginter,🇩🇪,Germany,2476,0,0,0,1,1,1,0,0.00,0.04,0.04,0.04,56,1.8%,inactive
gotze,Mario,Götze,🇩🇪,Germany,760,1,1,1,1,2,3,0,0.12,0.24,0.36,0.36,13,23.1%,inactive
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,1481,6,2,6,4,10,16,0,0.36,0.61,0.97,0.97,42,38.1%,active
kagawa,Shinji,Kagawa,🇯🇵,Japan,1261,1,6,6,5,11,12,0,0.07,0.79,0.86,0.86,29,41.4%,inactive
merino,Mikel,Merino,🇪🇸,Spain,298,0,0,0,1,1,1,0,0.00,0.30,0.30,0.30,4,25.0%,inactive
mor,Emre,Mor,🇹🇷,Turkey,478,1,2,3,0,3,4,0,0.19,0.56,0.75,0.75,12,33.3%,inactive
papastathopoulos,Sokratis,Papastathopoulos,🇬🇷,Greece,2297,2,0,0,2,2,4,0,0.08,0.08,0.16,0.16,54,7.4%,inactive
park,Jo-hoo,Park,🇰🇷,Korea Republic,65,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,inactive
passlack,Felix,Passlack,🇩🇪,Germany,534,0,0,1,3,4,4,0,0.00,0.67,0.67,0.67,13,30.8%,active
piszczek,Łukasz,Piszczek,🇵🇱,Poland,2038,6,1,3,6,9,15,0,0.26,0.40,0.66,0.66,50,30.0%,active
pulisic,Christian,Pulisic,🇺🇸,United States,1525,3,5,6,2,8,11,0,0.18,0.47,0.65,0.65,39,28.2%,inactive
ramos,Adrián,Ramos,🇨🇴,Colombia,357,2,1,1,1,2,4,0,0.50,0.50,1.01,1.01,11,36.4%,inactive
reus,Marco,Reus,🇩🇪,Germany,1180,7,4,4,2,6,13,2,0.53,0.46,0.99,0.84,28,46.4%,active
rode,Sebastian,Rode,🇩🇪,Germany,581,1,0,0,1,1,2,0,0.15,0.15,0.31,0.31,14,14.3%,inactive
sahin,Nuri,Şahin,🇹🇷,Turkey,230,0,0,0,2,2,2,0,0.00,0.78,0.78,0.78,10,20.0%,inactive
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,2188,0,1,2,4,6,6,0,0.00,0.25,0.25,0.25,42,14.3%,active
schurrle,André,Schürrle,🇩🇪,Germany,748,2,2,2,0,2,4,1,0.24,0.24,0.48,0.36,13,30.8%,inactive
weidenfeller,Roman,Weidenfeller,🇩🇪,Germany,630,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,14,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,2414,0,0,0,6,6,6,0,0.00,0.22,0.22,0.22,50,12.0%,inactive
