id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
akanji,Manuel,Akanji,🇨🇭,Switzerland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
bellingham,Jude,Bellingham,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,83,0,1,1,0,1,1,0,0.00,1.08,1.08,1.08,1,100.0%,active
dahoud,Mahmoud,Dahoud,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
haaland,Erling,Haaland,🇳🇴,Norway,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
kobel,Gregor,Kobel,🇨🇭,Switzerland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
malen,Donyell,Malen,🇳🇱,Netherlands,33,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
moukoko,Youssoufa,Moukoko,🇩🇪,Germany,57,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
pasalic,Marco,Pašalić,🇭🇷,Croatia,13,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,reserve
passlack,Felix,Passlack,🇩🇪,Germany,83,0,0,0,1,1,1,0,0.00,1.08,1.08,1.08,1,100.0%,active
reinier,,Reinier,🇧🇷,Brazil,7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
reus,Marco,Reus,🇩🇪,Germany,90,1,0,0,0,0,1,0,1.00,0.00,1.00,1.00,1,100.0%,active
reyna,Gio,Reyna,🇺🇸,United States,77,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
schulz,Nico,Schulz,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
witsel,Axel,Witsel,🇧🇪,Belgium,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
wolf,Marius,Wolf,🇩🇪,Germany,7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
