id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
akanji,Manuel,Akanji,🇨🇭,Switzerland,450,0,0,0,1,1,1,0,0.00,0.20,0.20,0.20,5,20.0%,active
bellingham,Jude,Bellingham,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,500,1,3,3,0,3,4,0,0.18,0.54,0.72,0.72,9,44.4%,active
brandt,Julian,Brandt,🇩🇪,Germany,395,0,0,0,1,1,1,0,0.00,0.23,0.23,0.23,5,20.0%,active
can,Emre,Can,🇩🇪,Germany,73,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
dahoud,Mahmoud,Dahoud,🇩🇪,Germany,212,0,2,2,2,4,4,0,0.00,1.70,1.70,1.70,8,50.0%,active
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,182,0,0,0,1,1,1,0,0.00,0.49,0.49,0.49,4,25.0%,active
haaland,Erling,Haaland,🇳🇴,Norway,203,3,0,0,0,0,3,0,1.33,0.00,1.33,1.33,4,75.0%,active
hazard,Thorgan,Hazard,🇧🇪,Belgium,141,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1,0.0%,active
hummels,Mats,Hummels,🇩🇪,Germany,355,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,8,0.0%,active
knauff,Ansgar,Knauff,🇩🇪,Germany,23,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,loan
kobel,Gregor,Kobel,🇨🇭,Switzerland,540,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,10,0.0%,active
malen,Donyell,Malen,🇳🇱,Netherlands,390,3,0,0,0,0,3,0,0.69,0.00,0.69,0.69,9,33.3%,active
meunier,Thomas,Meunier,🇧🇪,Belgium,483,0,1,1,0,1,1,0,0.00,0.19,0.19,0.19,7,14.3%,active
moukoko,Youssoufa,Moukoko,🇩🇪,Germany,21,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
passlack,Felix,Passlack,🇩🇪,Germany,62,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
pongracic,Marin,Pongračić,🇭🇷,Croatia,174,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
reinier,,Reinier,🇧🇷,Brazil,126,0,0,0,1,1,1,0,0.00,0.71,0.71,0.71,3,33.3%,active
reus,Marco,Reus,🇩🇪,Germany,497,3,1,1,0,1,4,2,0.54,0.18,0.72,0.36,8,50.0%,active
schulz,Nico,Schulz,🇩🇪,Germany,196,0,1,1,1,2,2,0,0.00,0.92,0.92,0.92,5,40.0%,active
tigges,Steffen,Tigges,🇩🇪,Germany,99,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
witsel,Axel,Witsel,🇧🇪,Belgium,470,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,7,0.0%,active
wolf,Marius,Wolf,🇩🇪,Germany,172,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,4,0.0%,active
zagadou,Dan-Axel,Zagadou,🇫🇷,France,97,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,5,0.0%,active
