id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
akanji,Manuel,Akanji,🇨🇭,Switzerland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
alcacer,Paco,Alcácer,🇪🇸,Spain,90,1,0,0,0,0,1,0,1.00,0.00,1.00,1.00,2,50.0%,inactive
bruun-larsen,Jacob,Bruun Larsen,🇩🇰,Denmark,10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,74,0,1,1,0,1,1,0,0.00,1.22,1.22,1.22,2,50.0%,active
hakimi,Achraf,Hakimi,🇲🇦,Morocco,16,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,inactive
hitz,Marwin,Hitz,🇨🇭,Switzerland,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
piszczek,Łukasz,Piszczek,🇵🇱,Poland,79,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
reus,Marco,Reus,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
sancho,Jadon,Sancho,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,80,1,1,1,0,1,2,0,1.13,1.13,2.25,2.25,2,100.0%,active
schulz,Nico,Schulz,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
toprak,Ömer,Toprak,🇹🇷,Turkey,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,inactive
weigl,Julian,Weigl,🇩🇪,Germany,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,inactive
witsel,Axel,Witsel,🇧🇪,Belgium,90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2,0.0%,active
wolf,Marius,Wolf,🇩🇪,Germany,11,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
