id,first,last,flag,nation,mins,goals,assist_official,assist_1,assist_2,assists_total,points,pk,g90,a90,pts90,pts-pk90,ong,involve,active
akanji,Manuel,Akanji,🇨🇭,Switzerland,2309,0,1,1,4,5,5,0,0.00,0.19,0.19,0.19,70,7.1%,active
alcacer,Paco,Alcácer,🇪🇸,Spain,530,5,1,1,1,2,7,0,0.85,0.34,1.19,1.19,13,53.8%,inactive
balerdi,Leonardo,Balerdi,🇦🇷,Argentina,133,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,3,0.0%,loan
brandt,Julian,Brandt,🇩🇪,Germany,2203,3,7,8,14,22,25,0,0.12,0.90,1.02,1.02,61,41.0%,active
bruun-larsen,Jacob,Bruun Larsen,🇩🇰,Denmark,68,0,1,1,0,1,1,0,0.00,1.32,1.32,1.32,4,25.0%,inactive
burki,Roman,Bürki,🇨🇭,Switzerland,2770,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,76,0.0%,active
can,Emre,Can,🇩🇪,Germany,955,2,0,1,0,1,3,0,0.19,0.09,0.28,0.28,20,15.0%,active
dahoud,Mahmoud,Dahoud,🇩🇪,Germany,558,0,1,1,3,4,4,0,0.00,0.65,0.65,0.65,13,30.8%,active
delaney,Thomas,Delaney,🇩🇰,Denmark,830,0,0,0,2,2,2,0,0.00,0.22,0.22,0.22,19,10.5%,active
gotze,Mario,Götze,🇩🇪,Germany,521,3,0,0,0,0,3,1,0.52,0.00,0.52,0.35,11,27.3%,inactive
guerreiro,Raphaël,Guerreiro,🇵🇹,Portugal,2335,8,2,4,6,10,18,0,0.31,0.39,0.69,0.69,63,28.6%,active
haaland,Erling,Haaland,🇳🇴,Norway,1063,13,2,2,2,4,17,0,1.10,0.34,1.44,1.44,31,54.8%,active
hakimi,Achraf,Hakimi,🇲🇦,Morocco,2715,5,10,10,5,15,20,0,0.17,0.50,0.66,0.66,73,27.4%,inactive
hazard,Thorgan,Hazard,🇧🇪,Belgium,2380,7,13,14,2,16,23,0,0.26,0.61,0.87,0.87,65,35.4%,active
hitz,Marwin,Hitz,🇨🇭,Switzerland,290,0,0,0,1,1,1,0,0.00,0.31,0.31,0.31,8,12.5%,active
hummels,Mats,Hummels,🇩🇪,Germany,2581,1,3,3,2,5,6,0,0.03,0.17,0.21,0.21,74,8.1%,active
morey,Mateu,Morey,🇪🇸,Spain,197,0,1,1,0,1,1,0,0.00,0.46,0.46,0.46,3,33.3%,active
piszczek,Łukasz,Piszczek,🇵🇱,Poland,2106,1,3,3,1,4,5,0,0.04,0.17,0.21,0.21,57,8.8%,active
raschl,Tobias,Raschl,🇩🇪,Germany,26,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0.0%,active
reus,Marco,Reus,🇩🇪,Germany,1495,11,5,6,3,9,20,1,0.66,0.54,1.20,1.14,47,42.6%,active
reyna,Gio,Reyna,🇺🇸,United States,355,0,1,1,3,4,4,0,0.00,1.01,1.01,1.01,7,57.1%,active
sancho,Jadon,Sancho,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,2287,17,16,17,15,32,49,0,0.67,1.26,1.93,1.93,72,68.1%,active
schmelzer,Marcel,Schmelzer,🇩🇪,Germany,66,1,1,1,0,1,2,0,1.36,1.36,2.73,2.73,3,66.7%,active
schulz,Nico,Schulz,🇩🇪,Germany,594,1,0,0,1,1,2,0,0.15,0.15,0.30,0.30,12,16.7%,active
weigl,Julian,Weigl,🇩🇪,Germany,1019,1,0,0,2,2,3,0,0.09,0.18,0.26,0.26,25,12.0%,inactive
witsel,Axel,Witsel,🇧🇪,Belgium,2245,4,5,5,5,10,14,0,0.16,0.40,0.56,0.56,62,22.6%,active
zagadou,Dan-Axel,Zagadou,🇫🇷,France,983,1,1,1,1,2,3,0,0.09,0.18,0.27,0.27,32,9.4%,active
