season,id,comp,round,round_alt,date,opponent,venue,min,min_alt,gf,ga,gd,scorer_first,scorer_last,assist_official,assist_1st,assist_2nd,note,id_scorer,id_assist_official,id_assist_1st,id_assist_2nd,active
2021-22,21-22-p-001,Preseason,1,1,2021-07-13,FC Gießen,Neutral,34,34,1,0,1,Ansgar,Knauff,Brandt,Brandt,Schulz,,knauff,brandt,brandt,schulz,active
2021-22,21-22-p-002,Preseason,1,1,2021-07-13,FC Gießen,Neutral,42,42,2,0,2,Steffen,Tigges,Dahoud,Dahoud,Brandt,,tigges,dahoud,dahoud,brandt,active
